"Type","Date","Set Time","Title","Amount","Currency","Exchange Rate","Category Group Name","Category","Account","Notes","Labels","Status"
"Expense","2022-09-11 16:03:13","16:03","Daddy","-15.00","PHP","1.0000000000","Leisure","Gifts/Treats","Wallet","","","Reconciled"
"Expense","2022-09-10 19:37:39","19:37","Activewear MNL Shorts","-330.00","PHP","1.0000000000","Shopping","Apparel ","ShopeePay","","","Reconciled"
"Expense","2022-09-10 19:23:35","19:23","Quaker oats","-278.00","PHP","1.0000000000","Food","Food & Drinks","ShopeePay","","","Reconciled"
"Expense","2022-09-10 19:16:45","19:16","Myprotein Impact Whey (1kg)","-1177.00","PHP","1.0000000000","Personal Care","Health & Fitness","ShopeePay","","","Reconciled"
"Income","2022-09-10 11:11:58","11:11","Rune craft and sell","3000.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Transfer","2022-09-10 01:50:04","01:50","Seabank to Shopee Pay","-3000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2022-09-10 01:50:04","01:50","Seabank to Shopee Pay","3000.00","PHP","1.0000000000","(Transfer)","(Transfer)","ShopeePay","","","Reconciled"
"Income","2022-09-09 12:22:15","12:22","Maya Rewards","100.00","PHP","1.0000000000","Others","Promos","Maya","","","Reconciled"
"Transfer","2022-09-09 11:34:13","11:34","Zui's cashout","-94.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Transfer","2022-09-09 11:34:13","11:34","Zui's cashout","94.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Expense","2022-09-08 17:24:56","17:24","Bon Chon Bibimbowl (Louell's treat)","198.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2022-09-08 17:22:39","17:22","Daddy","-20.00","PHP","1.0000000000","Leisure","Gifts/Treats","Wallet","","","Reconciled"
"Expense","2022-09-07 21:36:33","21:36","Elbi to Bulacan","-267.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2022-09-07 14:17:15","14:17","Bottled water","-13.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2022-09-07 11:39:37","11:39","Bottled water","-40.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Income","2022-09-07 07:44:36","07:44","Rune craft and sell","244.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Expense","2022-09-06 19:35:30","19:35","Bon Chon Bibimbowl","-199.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2022-09-06 19:35:06","19:35","Bench boxer briefs","-389.75","PHP","1.0000000000","Shopping","Apparel ","GCash","","","Reconciled"
"Transfer","2022-09-06 19:34:45","19:34","Seabank to Gcash","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Transfer","2022-09-06 19:34:45","19:34","Seabank to Gcash","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Expense","2022-09-06 13:17:25","13:17","Jeep","-11.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2022-09-05 20:02:34","20:02","Eatsumo","-175.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2022-09-05 17:55:39","17:55","AX Fitness 3 months subscription","-2300.00","PHP","1.0000000000","Personal Care","Health & Fitness","GCash","","","Reconciled"
"Expense","2022-09-05 17:54:43","17:54","Key duplicate","-80.00","PHP","1.0000000000","Shopping","Household Items/Supplies","GCash","","","Reconciled"
"Expense","2022-09-05 17:53:13","17:53","Storage boxes","-219.00","PHP","1.0000000000","Shopping","Household Items/Supplies","GCash","","","Reconciled"
"Transfer","2022-09-04 23:15:32","23:15","Union Bank to Shopee Pay","-1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Union Bank","","","Reconciled"
"Transfer","2022-09-04 23:15:32","23:15","Union Bank to Shopee Pay","1000.00","PHP","1.0000000000","(Transfer)","(Transfer)","ShopeePay","","","Reconciled"
"Expense","2022-09-04 23:14:54","23:14","Ice","-5.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2022-09-04 23:11:27","23:11","Groceries","-210.50","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2022-09-04 23:11:14","23:11","Groceries","-77.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2022-09-04 23:09:36","23:09","Veggies","-32.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2022-09-04 16:42:22","16:42","Milk Tea","-65.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2022-09-04 16:41:51","16:41","Cooked rice, boiled egg","-25.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2022-09-04 16:41:27","16:41","Fruits","-113.00","PHP","1.0000000000","Food","Food & Drinks","Wallet","","","Reconciled"
"Expense","2022-09-04 16:40:49","16:40","Pillows, plate, face masks","-359.00","PHP","1.0000000000","Shopping","Household Items/Supplies","GCash","","","Reconciled"
"Expense","2022-09-04 16:40:29","16:40","Load","-499.00","PHP","1.0000000000","Bills","Load","GCash","","","Reconciled"
"Expense","2022-09-04 13:12:31","13:12","Load","-94.00","PHP","1.0000000000","Bills","Load","ShopeePay","","","Reconciled"
"Expense","2022-09-04 08:22:40","08:22","Jeep","-38.50","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Expense","2022-09-03 18:42:31","18:42","Groceries","-1654.25","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2022-09-03 18:42:07","18:42","Buko Juice","-105.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2022-09-03 18:41:18","18:41","Turks","-255.00","PHP","1.0000000000","Food","Dine Out","GCash","","","Reconciled"
"Expense","2022-09-03 10:27:06","10:27","Landbank e-Payment Portal","-17.00","PHP","1.0000000000","Bills","Transaction Fees","Union Bank","","","Reconciled"
"Expense","2022-09-03 10:25:35","10:25","VetMed dorm fee","-1850.00","PHP","1.0000000000","Bills","Rent","Union Bank","","","Reconciled"
"Expense","2022-09-03 07:27:31","07:27","Round trip to Elbi with mom/dad","-1500.00","PHP","1.0000000000","Transportation","Transportation ","Wallet","","","Reconciled"
"Income","2022-09-03 07:22:08","07:22","Sukli sa pandesal","48.00","PHP","1.0000000000","Others","Others","Wallet","","","Reconciled"
"Expense","2022-09-03 07:21:36","07:21","Gcash cashout fee","-40.00","PHP","1.0000000000","Bills","Transaction Fees","GCash","","","Reconciled"
"Transfer","2022-09-03 07:21:02","07:21","Gcash to Cash","-2500.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2022-09-03 07:21:02","07:21","Gcash to Cash","2500.00","PHP","1.0000000000","(Transfer)","(Transfer)","Wallet","","","Reconciled"
"Expense","2022-09-02 18:43:57","18:43","Bluecoins premium","-325.00","PHP","1.0000000000","Bills","Online Subscriptions ","GCash","","","Reconciled"
"Income","2022-09-02 17:14:43","17:14","Axie buy and sell","2030.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Income","2022-09-02 13:15:22","13:15","Interest","0.31","PHP","1.0000000000","Investments","Interest","Union Bank","","","Reconciled"
"Expense","2022-08-31 13:50:30","13:50","Axie buy and sell","-3410.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Expense","2022-08-30 23:25:07","23:25","Axie buy and sell","-3440.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Transfer","2022-08-30 12:41:17","12:41","Maya to Seabank","10000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Expense","2022-08-30 12:35:57","12:35","Kimm (Balato)","-1000.00","PHP","1.0000000000","Leisure","Gifts/Treats","GCash","","","Reconciled"
"Expense","2022-08-29 23:13:57","23:13","Instapay","-15.00","PHP","1.0000000000","Bills","Transaction Fees","Maya","","","Reconciled"
"Transfer","2022-08-29 23:13:34","23:13","Maya to Seabank","-10000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Maya","","","Reconciled"
"Transfer","2022-08-29 23:13:34","23:13","Maya to Seabank","10000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Expense","2022-08-29 22:03:10","22:03","Kimm","30.00","PHP","1.0000000000","Leisure","Gifts/Treats","Wallet","","","Reconciled"
"Expense","2022-08-29 22:02:39","22:02","Martys, Delight","-40.00","PHP","1.0000000000","Food","Food & Drinks","GCash","","","Reconciled"
"Expense","2022-08-29 19:10:07","19:10","Rune craft and sell","-500.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Expense","2022-08-29 17:32:50","17:32","Instapay","-15.00","PHP","1.0000000000","Bills","Transaction Fees","GCash","","","Reconciled"
"Transfer","2022-08-29 17:32:29","17:32","Gcash to Seabank","-10000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2022-08-29 17:32:29","17:32","Gcash to Seabank","10000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Seabank","","","Reconciled"
"Expense","2022-08-29 15:17:03","15:17","Food","-800.00","PHP","1.0000000000","Others","Others","GCash","","","Reconciled"
"Transfer","2022-08-29 14:55:14","14:55","Maya Savings","-10000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Maya","","","Reconciled"
"Income","2022-08-29 14:46:31","14:46","Maya Rewards","100.00","PHP","1.0000000000","Others","Promos","Maya","","","Reconciled"
"Income","2022-08-29 14:45:51","14:45","Maya Rewards","40.00","PHP","1.0000000000","Others","Promos","Maya","","","Reconciled"
"Income","2022-08-29 14:45:33","14:45","Maya Rewards","20.00","PHP","1.0000000000","Others","Promos","Maya","","","Reconciled"
"Expense","2022-08-29 14:43:55","14:43","Instapay","-15.00","PHP","1.0000000000","Bills","Transaction Fees","GCash","","","Reconciled"
"Transfer","2022-08-29 14:43:34","14:43","Gcash to Maya","-20000.00","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2022-08-29 14:43:34","14:43","Gcash to Maya","20000.00","PHP","1.0000000000","(Transfer)","(Transfer)","Maya","","","Reconciled"
"Income","2022-08-29 07:08:00","07:08","Axie buy and sell","1000.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Expense","2022-08-28 19:33:22","19:33","Food and Drinks","85.50","PHP","1.0000000000","Leisure","Staycation ","GCash","","","Reconciled"
"Expense","2022-08-28 19:24:06","19:24","Food and Drinks","-1254.62","PHP","1.0000000000","Leisure","Staycation ","GCash","","","Reconciled"
"Expense","2022-08-28 19:13:12","19:13","Food and Drinks","-277.00","PHP","1.0000000000","Leisure","Staycation ","Wallet","","","Reconciled"
"Transfer","2022-08-28 19:10:31","19:10","Binance P2P Gcash","-39799.51","PHP","1.0000000000","(Transfer)","(Transfer)","Binance","","","Reconciled"
"Transfer","2022-08-28 19:10:31","19:10","Binance P2P Gcash","39799.51","PHP","1.0000000000","(Transfer)","(Transfer)","GCash","","","Reconciled"
"Transfer","2022-08-28 18:49:36","18:49","Ronin to Binance","-33328.00","PHP","1.0000000000","(Transfer)","(Transfer)","Ronin","","","Reconciled"
"Transfer","2022-08-28 18:49:36","18:49","Ronin to Binance","33328.00","PHP","1.0000000000","(Transfer)","(Transfer)","Binance","","","Reconciled"
"Expense","2022-08-28 17:41:27","17:41","Axie buy and sell","-500.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Income","2022-08-28 17:26:19","17:26","Rune craft and sell","39100.00","PHP","1.0000000000","Investments","Axie Infinity ","Ronin","","","Reconciled"
"Expense","2022-08-28 12:22:52","12:22","Coco Milk Tea","-220.00","PHP","1.0000000000","Leisure","Staycation ","GCash","","","Reconciled"
"Expense","2022-08-27 18:21:48","18:21","Bottled water","-52.00","PHP","1.0000000000","Leisure","Staycation ","GCash","","","Reconciled"
"Expense","2022-08-27 08:56:10","08:56","Onion, garlic, eggs, oil","-45.00","PHP","1.0000000000","Leisure","Staycation ","Wallet","","","Reconciled"
